passenger_id1,passenger_id2,number_of_flight_together,from_date,to_date
2759,6063,7,2017-03-10,2017-05-09
2294,6039,7,2017-03-10,2017-05-09
3405,3734,7,2017-04-16,2017-05-14
10325,10368,7,2017-05-26,2017-06-18
4881,9810,7,2017-05-29,2017-07-12
10535,10536,7,2017-06-06,2017-07-26
11180,11183,7,2017-06-22,2017-07-30
215,274,7,2017-01-01,2017-02-03
2244,2278,7,2017-01-09,2017-02-28
625,1208,7,2017-01-21,2017-05-29
3188,3477,7,2017-01-23,2017-05-12
975,1314,7,2017-01-25,2017-03-03
930,2941,7,2017-01-25,2017-03-03
4607,4700,7,2017-02-02,2017-03-13
1337,4399,7,2017-02-07,2017-03-13
975,4399,7,2017-02-07,2017-03-13
5789,8209,7,2017-04-17,2017-05-29
2906,7662,7,2017-04-20,2017-05-29
1635,7866,7,2017-04-22,2017-05-30
392,9014,7,2017-05-02,2017-06-20
760,9703,7,2017-05-20,2017-07-29
855,9258,7,2017-06-14,2017-07-23
827,889,7,2017-01-02,2017-04-09
1982,1994,7,2017-01-08,2017-04-10
2443,2485,7,2017-01-09,2017-04-17
3967,3971,7,2017-01-19,2017-03-31
915,2939,7,2017-01-25,2017-03-03
4609,4675,7,2017-02-02,2017-04-22
2759,4042,7,2017-02-07,2017-03-13
833,3302,7,2017-03-03,2017-05-23
6024,6053,7,2017-03-05,2017-07-18
1635,3330,7,2017-04-20,2017-05-29
1208,7662,7,2017-04-22,2017-05-30
8257,8519,7,2017-06-10,2017-07-26
2728,2781,7,2017-01-10,2017-03-14
3502,3554,7,2017-01-15,2017-07-12
1666,1818,7,2017-02-02,2017-03-03
2939,4339,7,2017-02-07,2017-05-12
5905,5959,7,2017-03-05,2017-04-22
3093,7605,7,2017-04-22,2017-06-12
9761,9997,7,2017-05-18,2017-07-04
355,360,7,2017-01-01,2017-02-26
3571,3578,7,2017-01-15,2017-04-09
2941,4080,7,2017-02-07,2017-03-14
2886,5766,7,2017-03-24,2017-05-29
3278,7866,7,2017-04-17,2017-06-06
479,2065,7,2017-04-24,2017-07-23
2354,8260,7,2017-05-19,2017-07-12
6783,9828,7,2017-06-06,2017-07-28
275,293,7,2017-01-01,2017-02-03
1283,1296,7,2017-01-03,2017-07-18
740,1001,7,2017-01-04,2017-01-31
362,759,7,2017-01-04,2017-03-31
2781,2792,7,2017-01-10,2017-03-14
1576,2667,7,2017-01-13,2017-02-17
141,3554,7,2017-02-13,2017-07-24
2993,3120,7,2017-02-15,2017-05-03
3576,5481,7,2017-03-10,2017-05-09
1982,6776,7,2017-04-07,2017-06-20
4969,6855,7,2017-04-13,2017-05-29
3077,8024,7,2017-04-22,2017-06-28
5942,7506,7,2017-05-15,2017-06-29
311,380,7,2017-01-01,2017-04-24
388,1089,7,2017-01-05,2017-06-10
1014,2699,7,2017-01-13,2017-02-17
2182,3148,7,2017-01-15,2017-04-23
1696,2717,7,2017-02-02,2017-03-03
407,1464,7,2017-02-02,2017-03-03
3837,8596,7,2017-04-27,2017-07-23
7373,9068,7,2017-05-15,2017-07-23
529,595,7,2017-01-02,2017-05-29
1014,2655,7,2017-01-13,2017-02-17
631,3385,7,2017-02-06,2017-04-12
5412,5479,7,2017-02-17,2017-04-05
1884,3576,7,2017-02-28,2017-05-03
6001,6017,7,2017-03-05,2017-05-03
6858,6893,7,2017-03-15,2017-07-04
701,8121,7,2017-04-29,2017-06-08
6729,9066,7,2017-05-22,2017-07-11
3112,4092,7,2017-05-22,2017-07-23
10313,10334,7,2017-05-26,2017-06-27
167,3589,7,2017-06-14,2017-07-23
2325,2335,7,2017-01-09,2017-02-23
2510,2568,7,2017-01-10,2017-03-17
1576,2699,7,2017-01-13,2017-02-17
605,677,7,2017-01-02,2017-04-21
364,740,7,2017-01-04,2017-01-31
2221,2255,7,2017-01-09,2017-02-23
4017,4053,7,2017-01-20,2017-03-03
1332,2743,7,2017-02-04,2017-04-06
6039,6049,7,2017-03-05,2017-05-03
8037,8411,7,2017-05-01,2017-06-05
8584,9271,7,2017-05-13,2017-07-23
751,1023,7,2017-01-04,2017-01-31
701,1053,7,2017-01-04,2017-01-31
53,2075,7,2017-01-10,2017-04-23
4339,4388,7,2017-01-24,2017-03-03
4052,4373,7,2017-01-31,2017-03-10
1371,4042,7,2017-02-07,2017-03-13
2867,5478,7,2017-02-22,2017-04-29
3937,4903,7,2017-02-28,2017-04-05
9212,9252,7,2017-05-01,2017-07-13
368,716,7,2017-01-04,2017-01-31
205,3180,7,2017-01-13,2017-02-27
930,1337,7,2017-01-25,2017-03-03
407,1696,7,2017-02-02,2017-03-03
2773,5440,7,2017-03-10,2017-05-24
2303,4215,7,2017-03-21,2017-05-18
3278,7872,7,2017-04-17,2017-06-06
5522,7898,7,2017-05-22,2017-07-11
564,592,7,2017-01-02,2017-06-06
2458,2467,7,2017-01-09,2017-02-23
7433,7476,7,2017-03-17,2017-04-29
6338,6507,7,2017-04-25,2017-07-30
804,888,7,2017-01-02,2017-03-16
772,1053,7,2017-01-04,2017-01-31
624,3157,7,2017-01-13,2017-03-24
3414,3436,7,2017-01-13,2017-04-16
4611,4665,7,2017-02-02,2017-03-14
1464,4339,7,2017-02-07,2017-03-14
2773,4412,7,2017-02-28,2017-05-03
6047,6075,7,2017-03-05,2017-05-03
2532,4584,7,2017-04-08,2017-07-26
5795,8089,7,2017-05-01,2017-06-11
382,4034,7,2017-05-22,2017-07-11
328,1013,7,2017-01-03,2017-02-28
2531,2554,7,2017-01-10,2017-02-17
652,2182,7,2017-01-15,2017-04-23
4012,4053,7,2017-01-20,2017-03-03
2939,5423,7,2017-02-22,2017-05-19
5716,5767,7,2017-02-24,2017-04-30
3544,6017,7,2017-03-10,2017-05-09
2759,3576,7,2017-03-10,2017-05-09
8202,8232,7,2017-03-31,2017-06-20
92,4283,7,2017-04-25,2017-06-18
4249,8411,7,2017-05-17,2017-06-18
392,1715,7,2017-05-22,2017-07-11
92,9069,7,2017-06-08,2017-07-24
10727,10737,7,2017-06-16,2017-07-24
254,280,7,2017-01-01,2017-04-07
1014,1269,7,2017-01-05,2017-02-11
3689,3700,7,2017-01-15,2017-04-13
4359,4384,7,2017-01-24,2017-05-27
4373,4399,7,2017-01-24,2017-03-03
4059,4309,7,2017-01-31,2017-03-10
4046,4321,7,2017-01-31,2017-04-12
1447,5100,7,2017-02-24,2017-05-10
4468,8158,7,2017-04-20,2017-06-06
1347,1398,7,2017-01-03,2017-04-16
915,1482,7,2017-02-04,2017-03-10
2941,4066,7,2017-02-07,2017-03-14
6418,8093,7,2017-04-12,2017-05-30
2926,7605,7,2017-04-22,2017-06-12
9030,9069,7,2017-04-26,2017-06-11
191,4034,7,2017-05-22,2017-07-11
10396,10397,7,2017-05-26,2017-06-27
215,275,7,2017-01-01,2017-02-03
2531,2570,7,2017-01-10,2017-02-11
3576,6017,7,2017-03-10,2017-05-09
2501,5792,7,2017-03-18,2017-05-21
1700,4897,7,2017-04-08,2017-05-13
5612,8257,7,2017-04-25,2017-06-28
1378,6548,7,2017-04-25,2017-07-18
5330,9699,7,2017-05-24,2017-07-21
205,606,7,2017-01-13,2017-02-27
3919,3947,7,2017-01-19,2017-04-05
4674,6063,7,2017-03-10,2017-05-09
3295,3963,7,2017-03-16,2017-05-12
5795,5911,7,2017-03-23,2017-05-19
4076,5096,7,2017-03-27,2017-06-10
8904,8995,7,2017-04-21,2017-05-22
1493,8045,7,2017-04-25,2017-07-05
5509,7662,7,2017-04-30,2017-06-06
10806,10900,7,2017-06-16,2017-07-23
684,3123,7,2017-01-13,2017-03-09
4316,4353,7,2017-01-24,2017-03-03
1666,2717,7,2017-02-02,2017-03-03
2556,5946,7,2017-03-18,2017-07-05
625,3330,7,2017-04-20,2017-05-29
6052,8411,7,2017-05-01,2017-06-18
4514,8542,7,2017-05-05,2017-07-28
1849,2231,7,2017-05-22,2017-07-11
7162,9282,7,2017-06-14,2017-07-23
761,797,7,2017-01-02,2017-02-19
876,888,7,2017-01-02,2017-04-29
716,1023,7,2017-01-04,2017-01-31
3937,3998,7,2017-01-19,2017-07-22
4223,4248,7,2017-01-22,2017-04-23
184,477,7,2017-02-02,2017-05-03
5414,5499,7,2017-02-17,2017-04-12
5423,6097,7,2017-03-10,2017-05-06
95,1635,7,2017-04-20,2017-05-29
4496,4650,7,2017-05-22,2017-07-21
1343,8165,7,2017-05-27,2017-07-28
258,3223,7,2017-06-10,2017-07-26
1042,1095,7,2017-01-02,2017-05-16
724,1095,7,2017-01-04,2017-01-31
2264,2288,7,2017-01-09,2017-04-10
910,2992,7,2017-01-25,2017-04-14
407,1818,7,2017-02-02,2017-03-03
1818,2759,7,2017-02-02,2017-03-03
4373,5440,7,2017-02-22,2017-05-03
670,3587,7,2017-03-03,2017-05-02
6016,6063,7,2017-03-05,2017-05-03
6001,6075,7,2017-03-05,2017-05-03
8089,8093,7,2017-03-28,2017-06-06
4125,5073,7,2017-04-11,2017-07-01
187,5572,7,2017-04-14,2017-06-10
1246,9752,7,2017-06-06,2017-07-28
231,264,7,2017-01-01,2017-02-14
4412,4990,7,2017-02-28,2017-05-03
8904,8969,7,2017-04-21,2017-05-22
6813,7662,7,2017-04-22,2017-05-30
1378,6522,7,2017-04-25,2017-07-18
9645,9700,7,2017-05-09,2017-07-11
5522,6560,7,2017-06-15,2017-07-18
1053,3188,7,2017-01-23,2017-05-12
4316,4364,7,2017-01-24,2017-03-03
930,2939,7,2017-01-25,2017-03-03
5416,5490,7,2017-02-17,2017-04-02
6827,6878,7,2017-03-15,2017-06-13
809,873,7,2017-01-02,2017-05-23
4059,4066,7,2017-01-20,2017-03-03
4609,4988,7,2017-02-27,2017-03-20
752,2909,7,2017-03-03,2017-04-16
6016,6069,7,2017-03-05,2017-05-03
1544,8146,7,2017-04-20,2017-05-20
2939,6447,7,2017-05-01,2017-06-05
2097,9063,7,2017-05-22,2017-07-28
4034,7560,7,2017-05-22,2017-07-11
248,299,7,2017-01-01,2017-02-03
1243,1298,7,2017-01-03,2017-02-11
288,631,7,2017-01-15,2017-07-01
4309,4339,7,2017-01-24,2017-03-03
4016,4353,7,2017-01-31,2017-03-10
6927,6956,7,2017-03-16,2017-05-15
5080,7899,7,2017-04-16,2017-07-13
2857,3278,7,2017-04-22,2017-06-18
3278,5668,7,2017-05-17,2017-06-18
2345,4774,7,2017-05-19,2017-07-12
10313,10322,7,2017-05-26,2017-06-27
1025,1035,7,2017-01-02,2017-02-19
701,1001,7,2017-01-04,2017-01-31
3476,3493,7,2017-01-13,2017-03-24
5484,5490,7,2017-02-17,2017-04-02
8326,8373,7,2017-04-03,2017-05-14
3101,4897,7,2017-04-08,2017-06-10
2857,8190,7,2017-04-20,2017-06-05
7068,8146,7,2017-05-01,2017-07-15
5544,5668,7,2017-06-06,2017-06-27
11175,11180,7,2017-06-22,2017-07-30
230,271,7,2017-01-01,2017-02-14
334,368,7,2017-01-01,2017-04-22
2223,2273,7,2017-01-09,2017-02-26
2404,2429,7,2017-01-09,2017-04-10
3702,3787,7,2017-01-19,2017-05-15
4020,4057,7,2017-01-20,2017-03-21
4309,4395,7,2017-01-24,2017-03-03
4209,5100,7,2017-02-24,2017-05-10
391,1651,7,2017-02-28,2017-04-14
6064,6096,7,2017-03-05,2017-05-03
8904,8960,7,2017-04-21,2017-05-22
7866,8190,7,2017-04-22,2017-05-30
2231,4034,7,2017-05-22,2017-07-11
1822,4451,7,2017-05-24,2017-07-24
10322,10349,7,2017-05-26,2017-06-27
3141,3149,7,2017-01-11,2017-06-19
3911,3971,7,2017-01-19,2017-03-31
4016,4066,7,2017-01-20,2017-03-03
5734,5769,7,2017-02-24,2017-05-03
7860,7896,7,2017-03-24,2017-06-12
95,2906,7,2017-04-20,2017-05-29
7747,8596,7,2017-04-27,2017-07-23
11158,11183,7,2017-06-22,2017-07-30
4080,4316,7,2017-01-28,2017-03-03
4017,4309,7,2017-01-31,2017-03-10
4607,4682,7,2017-02-02,2017-03-13
184,3120,7,2017-02-02,2017-05-03
4671,4927,7,2017-02-27,2017-06-08
6075,6096,7,2017-03-05,2017-05-03
6001,6039,7,2017-03-05,2017-05-03
5792,5922,7,2017-03-18,2017-05-21
1849,2336,7,2017-03-28,2017-07-11
942,8010,7,2017-04-29,2017-07-28
5668,6447,7,2017-05-01,2017-06-24
9575,9592,7,2017-05-07,2017-06-20
2437,2458,7,2017-01-09,2017-02-23
2905,2972,7,2017-01-10,2017-03-19
4042,4066,7,2017-01-20,2017-03-03
4053,4066,7,2017-01-20,2017-03-03
2926,7868,7,2017-04-07,2017-05-19
3503,5423,7,2017-04-17,2017-06-18
5544,6805,7,2017-05-10,2017-06-24
2973,3278,7,2017-06-06,2017-07-01
855,3589,7,2017-06-14,2017-07-23
374,1023,7,2017-01-03,2017-01-29
381,749,7,2017-01-04,2017-04-16
751,1001,7,2017-01-04,2017-01-31
2012,2090,7,2017-01-09,2017-07-11
1314,2941,7,2017-01-25,2017-03-03
1484,1666,7,2017-02-02,2017-03-03
2939,4025,7,2017-02-07,2017-03-13
3544,4942,7,2017-02-28,2017-05-03
6047,6077,7,2017-03-05,2017-05-03
6063,6075,7,2017-03-05,2017-05-03
9049,9058,7,2017-04-26,2017-06-28
942,8149,7,2017-04-29,2017-07-28
4627,8093,7,2017-05-01,2017-06-06
92,2068,7,2017-06-08,2017-07-24
734,760,7,2017-01-02,2017-05-16
1322,1370,7,2017-01-03,2017-06-16
331,1298,7,2017-01-04,2017-02-17
2281,2288,7,2017-01-09,2017-04-10
2759,2773,7,2017-01-10,2017-05-03
928,2941,7,2017-01-25,2017-03-03
690,3117,7,2017-01-31,2017-07-23
184,2734,7,2017-02-02,2017-05-03
6016,6075,7,2017-03-05,2017-05-03
6908,6930,7,2017-03-16,2017-05-15
8969,8979,7,2017-04-21,2017-05-22
6777,9997,7,2017-05-20,2017-07-19
211,10346,7,2017-05-30,2017-07-05
2531,2567,7,2017-01-10,2017-02-11
255,3162,7,2017-01-13,2017-02-12
4013,4083,7,2017-01-20,2017-03-03
1822,2336,7,2017-03-28,2017-07-11
3418,5789,7,2017-04-30,2017-06-05
4774,8729,7,2017-05-19,2017-07-12
1389,10322,7,2017-06-05,2017-07-17
1715,4774,7,2017-06-15,2017-07-18
755,773,7,2017-01-02,2017-04-05
905,993,7,2017-01-02,2017-03-19
1002,1073,7,2017-01-02,2017-02-23
772,1095,7,2017-01-04,2017-01-31
2467,2498,7,2017-01-09,2017-02-23
928,4042,7,2017-02-07,2017-03-13
5404,5429,7,2017-02-17,2017-04-22
5509,5584,7,2017-02-19,2017-05-30
5705,5733,7,2017-02-24,2017-04-13
4395,6020,7,2017-03-10,2017-05-19
6832,6874,7,2017-03-15,2017-05-31
1831,5812,7,2017-04-25,2017-07-01
2354,2945,7,2017-05-19,2017-07-12
3029,4650,7,2017-05-22,2017-07-21
167,855,7,2017-06-14,2017-07-23
4774,4820,7,2017-06-15,2017-07-18
606,610,7,2017-01-02,2017-02-03
761,792,7,2017-01-02,2017-02-19
2026,3700,7,2017-02-06,2017-04-28
2867,4316,7,2017-02-07,2017-03-13
1347,3509,7,2017-02-13,2017-04-17
5436,5448,7,2017-02-17,2017-04-12
5423,5486,7,2017-02-17,2017-04-15
732,6418,7,2017-04-08,2017-05-29
5423,6750,7,2017-04-30,2017-06-11
3286,7243,7,2017-05-17,2017-06-24
2024,2945,7,2017-05-19,2017-07-12
3242,3284,7,2017-01-11,2017-06-11
6071,6096,7,2017-03-05,2017-05-03
5481,6039,7,2017-03-10,2017-05-09
1569,2886,7,2017-03-24,2017-05-29
625,8190,7,2017-04-20,2017-05-29
8956,8986,7,2017-04-21,2017-06-03
2939,8037,7,2017-05-01,2017-06-05
2412,2443,7,2017-01-09,2017-04-17
2816,2857,7,2017-01-10,2017-04-20
3536,3571,7,2017-01-15,2017-04-09
4042,4044,7,2017-01-20,2017-03-03
4607,4690,7,2017-02-02,2017-03-13
5319,5333,7,2017-02-13,2017-04-10
4412,4942,7,2017-02-28,2017-05-03
1598,1643,7,2017-03-13,2017-05-27
2734,5771,7,2017-03-23,2017-07-04
7039,7866,7,2017-04-17,2017-06-06
382,1715,7,2017-05-22,2017-07-11
731,1043,7,2017-01-04,2017-03-06
2035,2088,7,2017-01-09,2017-04-29
2412,2497,7,2017-01-09,2017-04-17
2905,2911,7,2017-01-10,2017-03-19
3413,3436,7,2017-01-13,2017-04-16
5652,5672,7,2017-02-22,2017-06-20
288,2683,7,2017-02-27,2017-05-16
6071,6077,7,2017-03-05,2017-05-03
4338,8251,7,2017-04-25,2017-07-31
3418,5482,7,2017-04-30,2017-06-05
5546,9098,7,2017-05-10,2017-06-24
2973,10368,7,2017-06-06,2017-07-01
484,497,7,2017-01-01,2017-07-11
368,763,7,2017-01-04,2017-01-31
4682,4690,7,2017-02-02,2017-03-13
6017,6075,7,2017-03-05,2017-05-03
2759,6017,7,2017-03-10,2017-05-09
5420,6027,7,2017-03-10,2017-04-28
6809,6870,7,2017-03-15,2017-05-12
6814,6829,7,2017-03-15,2017-07-09
2776,7872,7,2017-04-22,2017-06-26
8007,8461,7,2017-05-01,2017-06-11
9758,9777,7,2017-05-10,2017-07-26
392,7560,7,2017-05-22,2017-07-11
721,727,7,2017-01-02,2017-02-22
4339,5456,7,2017-02-22,2017-07-16
732,3477,7,2017-04-08,2017-05-29
3802,4283,7,2017-04-25,2017-06-18
3432,4217,7,2017-05-25,2017-07-29
4011,4013,7,2017-01-20,2017-03-03
4502,4586,7,2017-01-29,2017-05-19
6208,6293,7,2017-03-07,2017-05-27
5443,6017,7,2017-03-10,2017-05-09
5443,6039,7,2017-03-10,2017-05-09
3418,8158,7,2017-04-30,2017-06-24
7679,9659,7,2017-05-18,2017-07-18
910,979,7,2017-01-02,2017-03-19
1956,1967,7,2017-01-08,2017-05-16
2260,2281,7,2017-01-09,2017-04-10
4011,4053,7,2017-01-20,2017-03-03
4011,4059,7,2017-01-20,2017-03-03
930,2969,7,2017-01-25,2017-03-03
2759,4053,7,2017-02-07,2017-03-13
58,1381,7,2017-02-15,2017-04-28
3223,8519,7,2017-06-10,2017-07-26
8006,8519,7,2017-06-10,2017-07-26
309,731,7,2017-01-04,2017-03-06
288,2185,7,2017-01-15,2017-07-28
3906,3916,7,2017-01-19,2017-04-11
4011,4025,7,2017-01-20,2017-03-03
1643,2596,7,2017-01-21,2017-03-20
1337,2941,7,2017-01-25,2017-03-03
4013,4373,7,2017-01-31,2017-03-10
446,4614,7,2017-02-04,2017-04-02
4042,5416,7,2017-02-22,2017-06-16
4395,5423,7,2017-02-22,2017-05-19
1337,5498,7,2017-02-22,2017-04-26
1865,3576,7,2017-02-28,2017-05-03
6047,6069,7,2017-03-05,2017-05-03
901,8190,7,2017-04-20,2017-05-29
1635,3503,7,2017-04-22,2017-05-30
3503,7605,7,2017-04-22,2017-05-30
1849,4820,7,2017-05-22,2017-07-11
4820,7560,7,2017-05-22,2017-07-11
2241,2271,7,2017-01-09,2017-04-09
4329,4398,7,2017-01-24,2017-03-19
4017,4353,7,2017-01-31,2017-03-10
2789,4044,7,2017-02-07,2017-03-14
5922,5978,7,2017-03-05,2017-04-16
2088,3293,7,2017-03-19,2017-07-11
7551,8246,7,2017-04-26,2017-07-22
3802,7810,7,2017-06-08,2017-07-24
366,1053,7,2017-01-03,2017-01-29
701,1023,7,2017-01-04,2017-01-31
2264,2268,7,2017-01-09,2017-04-10
4009,4042,7,2017-01-20,2017-03-03
5002,5041,7,2017-02-12,2017-05-11
4575,5390,7,2017-02-14,2017-04-28
477,950,7,2017-02-15,2017-05-03
494,3453,7,2017-03-20,2017-05-12
288,3801,7,2017-04-13,2017-05-27
1646,8289,7,2017-04-22,2017-07-12
3286,8048,7,2017-05-17,2017-06-24
10371,10396,7,2017-05-26,2017-06-27
230,264,7,2017-01-01,2017-02-14
376,382,7,2017-01-01,2017-02-23
2425,2469,7,2017-01-09,2017-04-16
275,606,7,2017-01-13,2017-02-27
272,679,7,2017-01-20,2017-04-29
4212,4300,7,2017-01-22,2017-05-24
1696,4080,7,2017-02-07,2017-03-14
5711,5766,7,2017-02-24,2017-05-12
2926,8353,7,2017-04-07,2017-05-19
4969,6897,7,2017-04-13,2017-05-29
8960,8986,7,2017-04-21,2017-05-22
3503,6447,7,2017-05-17,2017-06-28
2945,4774,7,2017-05-19,2017-07-12
211,3104,7,2017-01-13,2017-02-11
3911,3994,7,2017-01-19,2017-03-31
5069,5095,7,2017-02-12,2017-07-18
3937,4988,7,2017-02-28,2017-04-05
6023,6051,7,2017-03-05,2017-05-23
1548,4641,7,2017-03-16,2017-07-13
1569,5989,7,2017-03-24,2017-05-29
2857,5423,7,2017-04-22,2017-06-18
8006,9271,7,2017-05-13,2017-07-23
1769,7373,7,2017-05-15,2017-07-23
2345,8262,7,2017-05-19,2017-07-12
9752,9828,7,2017-06-06,2017-07-28
4552,5544,7,2017-06-06,2017-06-27
11276,11296,7,2017-06-22,2017-07-24
716,1095,7,2017-01-04,2017-01-31
1572,1586,7,2017-01-07,2017-03-20
4384,4398,7,2017-01-24,2017-05-27
1482,1696,7,2017-02-02,2017-03-03
165,3637,7,2017-02-06,2017-05-08
975,4395,7,2017-02-07,2017-03-13
5432,5499,7,2017-02-17,2017-04-12
6039,6075,7,2017-03-05,2017-05-03
3120,5734,7,2017-03-10,2017-05-03
3503,7868,7,2017-04-07,2017-05-19
5966,6069,7,2017-04-13,2017-06-30
1208,4249,7,2017-04-30,2017-06-05
2068,4552,7,2017-05-17,2017-06-24
191,4451,7,2017-05-22,2017-07-11
366,727,7,2017-01-04,2017-03-25
215,650,7,2017-01-13,2017-03-09
4017,4083,7,2017-01-20,2017-03-03
4319,4400,7,2017-01-24,2017-03-06
5443,6063,7,2017-03-10,2017-05-09
4674,5443,7,2017-03-10,2017-05-09
1053,1244,7,2017-04-08,2017-05-29
901,1677,7,2017-04-20,2017-05-29
8904,8986,7,2017-04-21,2017-05-22
529,2723,7,2017-04-26,2017-05-29
706,791,7,2017-01-02,2017-02-26
859,894,7,2017-01-02,2017-03-28
1403,1423,7,2017-01-04,2017-06-25
1666,2759,7,2017-02-02,2017-03-03
477,1817,7,2017-02-02,2017-05-03
1818,2867,7,2017-02-02,2017-03-03
5911,5949,7,2017-03-05,2017-05-12
8007,8073,7,2017-03-28,2017-06-06
2926,7872,7,2017-04-07,2017-05-19
9562,9598,7,2017-05-07,2017-07-21
215,248,7,2017-01-01,2017-02-03
727,731,7,2017-01-02,2017-02-22
313,1043,7,2017-01-03,2017-02-27
2110,2160,7,2017-01-09,2017-04-13
218,2153,7,2017-01-20,2017-07-09
5333,5370,7,2017-02-13,2017-04-10
5734,5761,7,2017-02-24,2017-05-03
3293,6585,7,2017-04-10,2017-07-31
3330,8190,7,2017-04-20,2017-05-29
3286,4552,7,2017-05-17,2017-06-24
191,9066,7,2017-05-22,2017-07-11
1389,10334,7,2017-06-05,2017-07-17
768,791,7,2017-01-02,2017-02-26
761,762,7,2017-01-02,2017-02-19
1464,2783,7,2017-02-02,2017-03-03
5989,6020,7,2017-04-02,2017-05-30
3330,7605,7,2017-04-20,2017-05-29
95,901,7,2017-04-20,2017-05-29
2231,9645,7,2017-05-24,2017-07-12
4609,4628,7,2017-02-02,2017-03-13
997,3120,7,2017-02-15,2017-05-03
752,2700,7,2017-03-03,2017-04-16
3024,5731,7,2017-03-24,2017-05-22
8073,8089,7,2017-03-28,2017-06-06
8983,8995,7,2017-04-21,2017-05-22
9118,9127,7,2017-04-26,2017-07-30
4249,5789,7,2017-04-30,2017-06-05
231,271,7,2017-01-01,2017-02-14
1548,1572,7,2017-01-07,2017-03-20
1817,2734,7,2017-02-02,2017-05-03
6049,6096,7,2017-03-05,2017-05-03
806,889,7,2017-01-02,2017-04-09
1247,1287,7,2017-01-03,2017-06-16
2600,3104,7,2017-01-21,2017-02-17
4016,4316,7,2017-01-28,2017-03-03
2717,4399,7,2017-02-07,2017-03-13
2482,3286,7,2017-02-22,2017-06-18
6809,6898,7,2017-03-15,2017-05-12
6809,6855,7,2017-03-15,2017-05-12
901,3330,7,2017-04-20,2017-05-29
6084,8277,7,2017-04-29,2017-07-05
281,1389,7,2017-04-29,2017-06-24
3275,4121,7,2017-05-07,2017-07-18
660,692,7,2017-01-02,2017-02-20
749,773,7,2017-01-02,2017-02-19
724,1023,7,2017-01-04,2017-01-31
1943,1963,7,2017-01-08,2017-04-10
2212,2223,7,2017-01-09,2017-02-26
4046,4092,7,2017-01-20,2017-05-22
4059,4353,7,2017-01-31,2017-03-10
2789,4012,7,2017-02-07,2017-03-14
1012,3967,7,2017-02-10,2017-04-16
920,2437,7,2017-02-13,2017-06-08
1884,2294,7,2017-02-28,2017-05-03
1865,2294,7,2017-02-28,2017-05-03
6069,6075,7,2017-03-05,2017-05-03
147,1444,7,2017-03-16,2017-05-20
5866,5962,7,2017-04-08,2017-06-06
5423,7872,7,2017-04-17,2017-06-06
6750,7039,7,2017-04-30,2017-06-11
5544,9098,7,2017-05-10,2017-06-24
3021,9522,7,2017-05-14,2017-07-23
3418,8411,7,2017-05-17,2017-06-18
8006,8257,7,2017-06-10,2017-07-26
205,255,7,2017-01-01,2017-02-03
354,395,7,2017-01-01,2017-02-19
910,940,7,2017-01-02,2017-03-19
2458,2498,7,2017-01-09,2017-02-23
688,3123,7,2017-01-13,2017-05-04
1696,4009,7,2017-02-07,2017-03-14
407,4025,7,2017-02-07,2017-03-13
3576,4607,7,2017-02-28,2017-05-03
5954,5964,7,2017-03-05,2017-05-03
6001,6069,7,2017-03-05,2017-05-03
1078,6084,7,2017-03-10,2017-06-18
4632,5450,7,2017-03-13,2017-05-12
2065,6113,7,2017-04-24,2017-07-23
9777,10536,7,2017-06-13,2017-07-29
366,1001,7,2017-01-03,2017-01-29
760,1023,7,2017-01-04,2017-01-31
2024,2090,7,2017-01-09,2017-07-11
4011,4016,7,2017-01-20,2017-03-03
2290,3560,7,2017-01-28,2017-05-08
1696,2511,7,2017-02-02,2017-03-03
1464,4009,7,2017-02-07,2017-03-14
6001,6063,7,2017-03-05,2017-05-03
4674,6064,7,2017-03-10,2017-05-09
8609,8624,7,2017-04-16,2017-06-30
3590,7082,7,2017-04-17,2017-05-29
205,299,7,2017-01-01,2017-02-03
215,255,7,2017-01-01,2017-02-03
809,821,7,2017-01-02,2017-05-23
368,760,7,2017-01-04,2017-01-31
247,1053,7,2017-01-23,2017-05-12
5775,5978,7,2017-03-10,2017-04-20
700,4850,7,2017-03-20,2017-05-29
2939,5989,7,2017-04-02,2017-05-30
732,1244,7,2017-04-08,2017-05-29
1646,8353,7,2017-04-22,2017-07-12
1715,7898,7,2017-05-22,2017-07-11
4541,10128,7,2017-05-25,2017-07-21
10899,10900,7,2017-06-16,2017-07-23
606,650,7,2017-01-02,2017-02-03
241,2117,7,2017-01-25,2017-07-29
3153,3286,7,2017-02-06,2017-06-24
2717,4395,7,2017-02-07,2017-03-13
2511,4316,7,2017-02-07,2017-03-13
6049,6077,7,2017-03-05,2017-05-03
6017,6049,7,2017-03-05,2017-05-03
2759,4969,7,2017-03-10,2017-05-09
2354,8262,7,2017-05-19,2017-07-12
2231,7560,7,2017-05-22,2017-07-11
1715,4451,7,2017-05-22,2017-07-11
3278,10368,7,2017-06-06,2017-07-01
334,392,7,2017-01-01,2017-02-26
1356,1393,7,2017-01-03,2017-04-23
736,1064,7,2017-01-08,2017-07-29
2012,2024,7,2017-01-09,2017-07-11
915,1371,7,2017-01-25,2017-03-03
4016,4309,7,2017-01-31,2017-03-10
3545,4294,7,2017-03-21,2017-07-21
1055,7700,7,2017-04-26,2017-06-04
1321,9977,7,2017-05-30,2017-07-23
334,360,7,2017-01-01,2017-02-26
712,749,7,2017-01-02,2017-02-19
